_,id,channel_id,channel_name,Standardized_Core_Stance_Label,Standardized_Outgroup_Target_Type,Standardized_Ingroup_Focus_Type_Label,Standardized_Emotional_Intensity_Label
Message,8711,1338122650,proud_goys,None of the Above,,,
Message,8712,1338122650,proud_goys,Outgroup Hate,,,
Message,8713,1338122650,proud_goys,Outgroup Threat,,,
Message,8715,1338122650,proud_goys,Outgroup Threat,,,
Message,8717,1338122650,proud_goys,None of the Above,,,
Message,8718,1338122650,proud_goys,Outgroup Threat,,,
Message,8720,1338122650,proud_goys,None of the Above,,,
Message,8722,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8725,1338122650,proud_goys,Ingroup Heroism,,Institutions and Elites,
Message,8728,1338122650,proud_goys,Outgroup Hate,,,
Message,8730,1338122650,proud_goys,None of the Above,,,
Message,8732,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8734,1338122650,proud_goys,Outgroup Threat,,,
Message,8735,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8736,1338122650,proud_goys,Ingroup Victimhood,,Political or Ideological Activism,
Message,8738,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8741,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8748,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8749,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8750,1338122650,proud_goys,Outgroup Hate,,,
Message,8753,1338122650,proud_goys,None of the Above,,,
Message,8754,1338122650,proud_goys,None of the Above,,,
Message,8755,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8756,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8757,1338122650,proud_goys,Ingroup Heroism,,Social or Ethnic Group,
Message,8759,1338122650,proud_goys,Ingroup Heroism,,National citizens and general public,
Message,8763,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8766,1338122650,proud_goys,None of the Above,,,
Message,8767,1338122650,proud_goys,Outgroup Threat,,,
Message,8768,1338122650,proud_goys,Ingroup Heroism,,Social or Ethnic Group,
Message,8769,1338122650,proud_goys,Outgroup Threat,,,
Message,8772,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8773,1338122650,proud_goys,Outgroup Threat,,,
Message,8779,1338122650,proud_goys,Outgroup Threat,,,
Message,8782,1338122650,proud_goys,None of the Above,,,
Message,8783,1338122650,proud_goys,Ingroup Heroism,,National citizens and general public,
Message,8784,1338122650,proud_goys,Outgroup Hate,,,
Message,8785,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8786,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8787,1338122650,proud_goys,Outgroup Threat,,,
Message,8788,1338122650,proud_goys,Ingroup Victimhood,,Social or Ethnic Group,
Message,8791,1338122650,proud_goys,None of the Above,,,
Message,8792,1338122650,proud_goys,Outgroup Hate,,,
Message,8793,1338122650,proud_goys,Outgroup Threat,,,
Message,8795,1338122650,proud_goys,Outgroup Threat,,,
Message,8797,1338122650,proud_goys,None of the Above,,,
Message,8801,1338122650,proud_goys,None of the Above,,,
Message,8802,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8806,1338122650,proud_goys,None of the Above,,,
Message,8810,1338122650,proud_goys,Outgroup Hate,,,
Message,8811,1338122650,proud_goys,Ingroup Victimhood,,Political or Ideological Activism,
Message,8812,1338122650,proud_goys,None of the Above,,,
Message,8815,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8818,1338122650,proud_goys,Outgroup Threat,,,
Message,8824,1338122650,proud_goys,Ingroup Victimhood,,Social or Ethnic Group,
Message,8825,1338122650,proud_goys,None of the Above,,,
Message,8827,1338122650,proud_goys,Ingroup Victimhood,,Social or Ethnic Group,
Message,8828,1338122650,proud_goys,Ingroup Victimhood,,Political or Ideological Activism,
Message,8829,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8830,1338122650,proud_goys,None of the Above,,,
Message,8831,1338122650,proud_goys,None of the Above,,,
Message,8832,1338122650,proud_goys,Outgroup Hate,,,
Message,8835,1338122650,proud_goys,Outgroup Hate,,,
Message,8836,1338122650,proud_goys,Outgroup Hate,,,
Message,8846,1338122650,proud_goys,None of the Above,,,
Message,8849,1338122650,proud_goys,Outgroup Hate,,,
Message,8850,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8851,1338122650,proud_goys,Outgroup Threat,,,
Message,8854,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8855,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8859,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8865,1338122650,proud_goys,Outgroup Threat,,,
Message,8866,1338122650,proud_goys,None of the Above,,,
Message,8867,1338122650,proud_goys,None of the Above,,,
Message,8868,1338122650,proud_goys,Outgroup Hate,,,
Message,8870,1338122650,proud_goys,None of the Above,,,
Message,8871,1338122650,proud_goys,None of the Above,,,
Message,8872,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8873,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8874,1338122650,proud_goys,None of the Above,,,
Message,8880,1338122650,proud_goys,Ingroup Victimhood,,Unspecified ingroup focus,
Message,8882,1338122650,proud_goys,None of the Above,,,
Message,8886,1338122650,proud_goys,None of the Above,,,
Message,8891,1338122650,proud_goys,None of the Above,,,
Message,8892,1338122650,proud_goys,None of the Above,,,
Message,8894,1338122650,proud_goys,None of the Above,,,
Message,8900,1338122650,proud_goys,Ingroup Heroism,,Social or Ethnic Group,
Message,8902,1338122650,proud_goys,Outgroup Hate,,,
Message,8903,1338122650,proud_goys,Outgroup Threat,,,
Message,8916,1338122650,proud_goys,None of the Above,,,
Message,8917,1338122650,proud_goys,Ingroup Heroism,,Political or Ideological Activism,
Message,8918,1338122650,proud_goys,None of the Above,,,
Message,8923,1338122650,proud_goys,None of the Above,,,
Message,8924,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8944,1338122650,proud_goys,Outgroup Hate,,,
Message,8946,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8950,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8953,1338122650,proud_goys,None of the Above,,,
Message,8956,1338122650,proud_goys,None of the Above,,,
Message,8967,1338122650,proud_goys,None of the Above,,,
Message,8977,1338122650,proud_goys,None of the Above,,,
Message,8982,1338122650,proud_goys,None of the Above,,,
Message,8985,1338122650,proud_goys,Outgroup Hate,,,
Message,8987,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8988,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,8989,1338122650,proud_goys,Outgroup Hate,,,
Message,8990,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,9023,1338122650,proud_goys,Outgroup Moral Condemnation,,,
Message,1345,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1349,1393636417,ripbtg,None of the Above,,,
Message,1350,1393636417,ripbtg,None of the Above,,,
Message,1355,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1358,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1367,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1370,1393636417,ripbtg,Outgroup Hate,,,
Message,1372,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1377,1393636417,ripbtg,None of the Above,,,
Message,1380,1393636417,ripbtg,None of the Above,,,
Message,1381,1393636417,ripbtg,None of the Above,,,
Message,1383,1393636417,ripbtg,Ingroup Heroism,,Social or Ethnic Group,
Message,1384,1393636417,ripbtg,Outgroup Hate,,,
Message,1396,1393636417,ripbtg,None of the Above,,,
Message,1397,1393636417,ripbtg,None of the Above,,,
Message,1398,1393636417,ripbtg,None of the Above,,,
Message,1400,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1415,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1417,1393636417,ripbtg,None of the Above,,,
Message,1423,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1424,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1426,1393636417,ripbtg,Outgroup Hate,,,
Message,1430,1393636417,ripbtg,Ingroup Victimhood,,Institutions and Elites,
Message,1431,1393636417,ripbtg,None of the Above,,,
Message,1434,1393636417,ripbtg,Outgroup Threat,,,
Message,1435,1393636417,ripbtg,Outgroup Threat,,,
Message,1437,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1440,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1442,1393636417,ripbtg,None of the Above,,,
Message,1443,1393636417,ripbtg,None of the Above,,,
Message,1447,1393636417,ripbtg,Ingroup Heroism,,Institutions and Elites,
Message,1458,1393636417,ripbtg,Outgroup Threat,,,
Message,1459,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1475,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1484,1393636417,ripbtg,None of the Above,,,
Message,1488,1393636417,ripbtg,None of the Above,,,
Message,1490,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1491,1393636417,ripbtg,Outgroup Hate,,,
Message,1493,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1495,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1497,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1502,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1503,1393636417,ripbtg,None of the Above,,,
Message,1508,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1515,1393636417,ripbtg,None of the Above,,,
Message,1516,1393636417,ripbtg,Outgroup Hate,,,
Message,1523,1393636417,ripbtg,None of the Above,,,
Message,1524,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1526,1393636417,ripbtg,None of the Above,,,
Message,1527,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1530,1393636417,ripbtg,None of the Above,,,
Message,1540,1393636417,ripbtg,Ingroup Heroism,,National citizens and general public,
Message,1542,1393636417,ripbtg,Outgroup Hate,,,
Message,1544,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1546,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1553,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1554,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1555,1393636417,ripbtg,Ingroup Heroism,,National citizens and general public,
Message,1556,1393636417,ripbtg,None of the Above,,,
Message,1558,1393636417,ripbtg,Outgroup Hate,,,
Message,1563,1393636417,ripbtg,None of the Above,,,
Message,1564,1393636417,ripbtg,Outgroup Threat,,,
Message,1567,1393636417,ripbtg,Outgroup Hate,,,
Message,1568,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1569,1393636417,ripbtg,Outgroup Threat,,,
Message,1570,1393636417,ripbtg,Outgroup Threat,,,
Message,1571,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1577,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1582,1393636417,ripbtg,Outgroup Threat,,,
Message,1583,1393636417,ripbtg,Ingroup Victimhood,,Social or Ethnic Group,
Message,1584,1393636417,ripbtg,Ingroup Victimhood,,Social or Ethnic Group,
Message,1589,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1591,1393636417,ripbtg,None of the Above,,,
Message,1592,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1596,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1597,1393636417,ripbtg,Outgroup Threat,,,
Message,1598,1393636417,ripbtg,None of the Above,,,
Message,1599,1393636417,ripbtg,Ingroup Heroism,,National citizens and general public,
Message,1605,1393636417,ripbtg,Ingroup Heroism,,National citizens and general public,
Message,1606,1393636417,ripbtg,Outgroup Hate,,,
Message,1607,1393636417,ripbtg,Ingroup Victimhood,,Political or Ideological Activism,
Message,1612,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1613,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1614,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1615,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1616,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1620,1393636417,ripbtg,None of the Above,,,
Message,1621,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1622,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1625,1393636417,ripbtg,None of the Above,,,
Message,1626,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1630,1393636417,ripbtg,None of the Above,,,
Message,1636,1393636417,ripbtg,None of the Above,,,
Message,1638,1393636417,ripbtg,Outgroup Threat,,,
Message,1642,1393636417,ripbtg,None of the Above,,,
Message,1643,1393636417,ripbtg,None of the Above,,,
Message,1644,1393636417,ripbtg,Outgroup Hate,,,
Message,1645,1393636417,ripbtg,None of the Above,,,
Message,1647,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1648,1393636417,ripbtg,Outgroup Threat,,,
Message,1653,1393636417,ripbtg,None of the Above,,,
Message,1666,1393636417,ripbtg,None of the Above,,,
Message,1673,1393636417,ripbtg,None of the Above,,,
Message,1674,1393636417,ripbtg,Outgroup Hate,,,
Message,1677,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1680,1393636417,ripbtg,None of the Above,,,
Message,1684,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1685,1393636417,ripbtg,Ingroup Victimhood,,Political or Ideological Activism,
Message,1689,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1690,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1692,1393636417,ripbtg,Outgroup Hate,,,
Message,1693,1393636417,ripbtg,None of the Above,,,
Message,1696,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1697,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1698,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1699,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1703,1393636417,ripbtg,None of the Above,,,
Message,1704,1393636417,ripbtg,Outgroup Hate,,,
Message,1706,1393636417,ripbtg,None of the Above,,,
Message,1710,1393636417,ripbtg,Outgroup Hate,,,
Message,1717,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1718,1393636417,ripbtg,Outgroup Hate,,,
Message,1719,1393636417,ripbtg,None of the Above,,,
Message,1721,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1725,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1728,1393636417,ripbtg,Ingroup Heroism,,Social or Ethnic Group,
Message,1730,1393636417,ripbtg,None of the Above,,,
Message,1731,1393636417,ripbtg,Outgroup Hate,,,
Message,1732,1393636417,ripbtg,None of the Above,,,
Message,1733,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1734,1393636417,ripbtg,Outgroup Threat,,,
Message,1735,1393636417,ripbtg,Outgroup Threat,,,
Message,1736,1393636417,ripbtg,Outgroup Hate,,,
Message,1742,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1743,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1745,1393636417,ripbtg,None of the Above,,,
Message,1746,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1751,1393636417,ripbtg,Outgroup Threat,,,
Message,1753,1393636417,ripbtg,Ingroup Heroism,,Unspecified ingroup focus,
Message,1755,1393636417,ripbtg,Ingroup Heroism,,National citizens and general public,
Message,1756,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1761,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1762,1393636417,ripbtg,Ingroup Victimhood,,National citizens and general public,
Message,1763,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1765,1393636417,ripbtg,None of the Above,,,
Message,1767,1393636417,ripbtg,None of the Above,,,
Message,1768,1393636417,ripbtg,Outgroup Threat,,,
Message,1776,1393636417,ripbtg,Ingroup Heroism,,Social or Ethnic Group,
Message,1779,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1783,1393636417,ripbtg,None of the Above,,,
Message,1784,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1785,1393636417,ripbtg,Ingroup Heroism,,Political or Ideological Activism,
Message,1787,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1788,1393636417,ripbtg,None of the Above,,,
Message,1790,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1791,1393636417,ripbtg,Outgroup Moral Condemnation,,,
Message,1794,1393636417,ripbtg,Outgroup Hate,,,
Message,1795,1393636417,ripbtg,None of the Above,,,
Message,2794,1130107556,officialmichiganproudboys,Outgroup Moral Condemnation,,,
Message,2795,1130107556,officialmichiganproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,3906,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3910,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3912,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3913,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3914,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3915,1581801430,capefearproudboys,None of the Above,,,
Message,3916,1581801430,capefearproudboys,None of the Above,,,
Message,3917,1581801430,capefearproudboys,None of the Above,,Social or Ethnic Group,
Message,3918,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3920,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,3921,1581801430,capefearproudboys,None of the Above,,,
Message,3922,1581801430,capefearproudboys,None of the Above,,,
Message,3923,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,3924,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,3925,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3926,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3929,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3931,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3932,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3933,1581801430,capefearproudboys,Outgroup Threat,,,
Message,3934,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3935,1581801430,capefearproudboys,None of the Above,,,
Message,3936,1581801430,capefearproudboys,Ingroup Victimhood,,National citizens and general public,
Message,3939,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3940,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3941,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3944,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3945,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3947,1581801430,capefearproudboys,None of the Above,,,
Message,3949,1581801430,capefearproudboys,Ingroup Heroism,,National citizens and general public,
Message,3950,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3953,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,3954,1581801430,capefearproudboys,Outgroup Threat,,,
Message,3955,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3957,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,3958,1581801430,capefearproudboys,Outgroup Threat,,,
Message,3959,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3960,1581801430,capefearproudboys,None of the Above,,,
Message,3961,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3962,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3963,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,3970,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3972,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3974,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3977,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3978,1581801430,capefearproudboys,None of the Above,,,
Message,3980,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3981,1581801430,capefearproudboys,None of the Above,,,
Message,3982,1581801430,capefearproudboys,Outgroup Threat,,,
Message,3983,1581801430,capefearproudboys,Outgroup Hate,,Political or Ideological Activism,
Message,3984,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3986,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3988,1581801430,capefearproudboys,None of the Above,,Social or Ethnic Group,
Message,3989,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3990,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,3991,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3996,1581801430,capefearproudboys,Outgroup Threat,,,
Message,3997,1581801430,capefearproudboys,Outgroup Hate,,,
Message,3998,1581801430,capefearproudboys,None of the Above,,,
Message,4001,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4004,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4005,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4006,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4007,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4008,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4009,1581801430,capefearproudboys,Ingroup Heroism,,Unspecified ingroup focus,
Message,4010,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4011,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4012,1581801430,capefearproudboys,None of the Above,,,
Message,4013,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4014,1581801430,capefearproudboys,Ingroup Heroism,,Unspecified ingroup focus,
Message,4021,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,4022,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4023,1581801430,capefearproudboys,None of the Above,,Unspecified ingroup focus,
Message,4024,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4025,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4026,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4028,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4029,1581801430,capefearproudboys,None of the Above,,,
Message,4030,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4031,1581801430,capefearproudboys,None of the Above,,,
Message,4032,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4033,1581801430,capefearproudboys,None of the Above,,,
Message,4036,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4038,1581801430,capefearproudboys,Ingroup Victimhood,,Political or Ideological Activism,
Message,4040,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,4041,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4042,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,4043,1581801430,capefearproudboys,Ingroup Heroism,,National citizens and general public,
Message,4044,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4046,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4047,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4048,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4049,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,4050,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4051,1581801430,capefearproudboys,Ingroup Heroism,,Political or Ideological Activism,
Message,4053,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4054,1581801430,capefearproudboys,Outgroup Threat,,,
Message,4056,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4057,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4058,1581801430,capefearproudboys,Ingroup Heroism,,National citizens and general public,
Message,4061,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4064,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4067,1581801430,capefearproudboys,Outgroup Hate,,,
Message,4068,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4069,1581801430,capefearproudboys,Outgroup Moral Condemnation,,,
Message,4070,1581801430,capefearproudboys,None of the Above,,,
