_,id,channel_id,channel_name,date,Standardized_Core_Stance_Label,Standardized_Outgroup_Target_Type,Standardized_Ingroup_Focus_Type_Label,Standardized_Emotional_Intensity_Label
Message,1496,1141232138,wlm_usa_arkansas,2024-07-22 21:00:20+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1497,1141232138,wlm_usa_arkansas,2024-08-21 20:02:00+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1498,1141232138,wlm_usa_arkansas,2024-09-17 21:01:14+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1499,1141232138,wlm_usa_arkansas,2024-09-27 12:09:46+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1500,1141232138,wlm_usa_arkansas,2024-10-11 12:02:07+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1501,1141232138,wlm_usa_arkansas,2024-11-11 20:01:04+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,1502,1141232138,wlm_usa_arkansas,2024-11-19 23:00:49+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,1503,1141232138,wlm_usa_arkansas,2024-12-31 18:02:26+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1077,1185329367,wlm_usa_indiana,2024-04-02 21:33:48+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1078,1185329367,wlm_usa_indiana,2024-04-22 22:01:50+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,1079,1185329367,wlm_usa_indiana,2024-04-24 21:03:13+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1080,1185329367,wlm_usa_indiana,2024-05-07 11:59:01+00:00,None of the Above,,,
Message,1081,1185329367,wlm_usa_indiana,2024-05-20 21:00:39+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1082,1185329367,wlm_usa_indiana,2024-05-28 20:01:29+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1083,1185329367,wlm_usa_indiana,2024-07-22 21:00:25+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,1084,1185329367,wlm_usa_indiana,2024-08-21 20:02:05+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1085,1185329367,wlm_usa_indiana,2024-09-17 21:01:19+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,1086,1185329367,wlm_usa_indiana,2024-09-27 12:09:50+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,1087,1185329367,wlm_usa_indiana,2024-10-11 12:02:11+00:00,Outgroup Moral Condemnation,,,
Message,1088,1185329367,wlm_usa_indiana,2024-11-11 20:01:09+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,1089,1185329367,wlm_usa_indiana,2024-11-19 23:00:53+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,1090,1185329367,wlm_usa_indiana,2024-12-31 18:02:30+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,2812,1779262948,wlm_eu_russia,2024-03-01 14:02:10+00:00,Outgroup Threat,,,
Message,2817,1779262948,wlm_eu_russia,2024-03-01 19:48:49+00:00,Outgroup Hate,,,
Message,2818,1779262948,wlm_eu_russia,2024-03-01 20:36:47+00:00,Outgroup Hate,,,
Message,2819,1779262948,wlm_eu_russia,2024-03-02 18:42:31+00:00,Ingroup Heroism,,National citizens and general public,
Message,2820,1779262948,wlm_eu_russia,2024-03-02 18:58:05+00:00,Outgroup Moral Condemnation,,,
Message,2827,1779262948,wlm_eu_russia,2024-03-03 17:20:07+00:00,None of the Above,,,
Message,2829,1779262948,wlm_eu_russia,2024-03-04 09:49:33+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,2830,1779262948,wlm_eu_russia,2024-03-04 14:49:16+00:00,Outgroup Threat,,,
Message,2832,1779262948,wlm_eu_russia,2024-03-04 15:03:47+00:00,Outgroup Hate,,,
Message,2835,1779262948,wlm_eu_russia,2024-03-05 08:21:29+00:00,Outgroup Threat,,,
Message,2836,1779262948,wlm_eu_russia,2024-03-05 09:35:59+00:00,None of the Above,,,
Message,2837,1779262948,wlm_eu_russia,2024-03-05 14:16:57+00:00,None of the Above,,,
Message,2839,1779262948,wlm_eu_russia,2024-03-05 19:42:36+00:00,Outgroup Moral Condemnation,,,
Message,2842,1779262948,wlm_eu_russia,2024-03-06 09:55:08+00:00,None of the Above,,,
Message,2843,1779262948,wlm_eu_russia,2024-03-06 11:00:26+00:00,Outgroup Hate,,,
Message,2845,1779262948,wlm_eu_russia,2024-03-06 12:48:36+00:00,None of the Above,,,
Message,2850,1779262948,wlm_eu_russia,2024-03-07 08:00:15+00:00,Outgroup Hate,,,
Message,2851,1779262948,wlm_eu_russia,2024-03-07 13:50:09+00:00,Outgroup Threat,,,
Message,2852,1779262948,wlm_eu_russia,2024-03-07 18:00:28+00:00,Outgroup Hate,,,
Message,2853,1779262948,wlm_eu_russia,2024-03-08 09:35:02+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,2854,1779262948,wlm_eu_russia,2024-03-08 16:00:33+00:00,Outgroup Moral Condemnation,,,
Message,2855,1779262948,wlm_eu_russia,2024-03-08 17:40:07+00:00,Outgroup Hate,,,
Message,2858,1779262948,wlm_eu_russia,2024-03-08 19:06:35+00:00,None of the Above,,,
Message,2862,1779262948,wlm_eu_russia,2024-03-10 10:35:17+00:00,None of the Above,,,
Message,2863,1779262948,wlm_eu_russia,2024-03-10 16:40:07+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,2864,1779262948,wlm_eu_russia,2024-03-10 17:36:07+00:00,Outgroup Hate,,,
Message,2865,1779262948,wlm_eu_russia,2024-03-11 14:52:04+00:00,Outgroup Hate,,,
Message,2866,1779262948,wlm_eu_russia,2024-03-11 16:17:08+00:00,Outgroup Threat,,,
Message,2868,1779262948,wlm_eu_russia,2024-03-11 18:00:29+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,2878,1779262948,wlm_eu_russia,2024-03-13 09:20:10+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,2879,1779262948,wlm_eu_russia,2024-03-13 15:20:24+00:00,Outgroup Hate,,,
Message,2885,1779262948,wlm_eu_russia,2024-03-15 14:10:09+00:00,Outgroup Threat,,,
Message,2888,1779262948,wlm_eu_russia,2024-03-15 17:10:50+00:00,Outgroup Moral Condemnation,,,
Message,2890,1779262948,wlm_eu_russia,2024-03-15 20:25:31+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,2904,1779262948,wlm_eu_russia,2024-03-21 17:17:48+00:00,None of the Above,,,
Message,2911,1779262948,wlm_eu_russia,2024-03-22 13:45:11+00:00,Outgroup Threat,,,
Message,2913,1779262948,wlm_eu_russia,2024-03-22 19:40:40+00:00,None of the Above,,,
Message,2918,1779262948,wlm_eu_russia,2024-03-24 10:50:22+00:00,None of the Above,,,
Message,2922,1779262948,wlm_eu_russia,2024-03-25 17:00:19+00:00,Outgroup Hate,,,
Message,2924,1779262948,wlm_eu_russia,2024-03-26 11:53:38+00:00,None of the Above,,,
Message,2925,1779262948,wlm_eu_russia,2024-03-26 14:50:07+00:00,Outgroup Moral Condemnation,,,
Message,2929,1779262948,wlm_eu_russia,2024-03-28 10:01:41+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,2930,1779262948,wlm_eu_russia,2024-03-29 14:15:52+00:00,None of the Above,,,
Message,2931,1779262948,wlm_eu_russia,2024-03-29 17:41:15+00:00,None of the Above,,,
Message,2933,1779262948,wlm_eu_russia,2024-03-29 18:40:29+00:00,Outgroup Threat,,,
Message,2941,1779262948,wlm_eu_russia,2024-03-30 08:40:05+00:00,Outgroup Threat,,,
Message,2942,1779262948,wlm_eu_russia,2024-03-30 11:01:31+00:00,Outgroup Moral Condemnation,,,
Message,2947,1779262948,wlm_eu_russia,2024-03-30 18:49:06+00:00,None of the Above,,,
Message,2950,1779262948,wlm_eu_russia,2024-04-01 09:20:20+00:00,Outgroup Moral Condemnation,,,
Message,2951,1779262948,wlm_eu_russia,2024-04-01 17:20:33+00:00,None of the Above,,,
Message,2952,1779262948,wlm_eu_russia,2024-04-02 21:34:20+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,2954,1779262948,wlm_eu_russia,2024-04-03 14:20:07+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,2955,1779262948,wlm_eu_russia,2024-04-04 09:02:04+00:00,None of the Above,,,
Message,2960,1779262948,wlm_eu_russia,2024-04-05 14:48:24+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,2963,1779262948,wlm_eu_russia,2024-04-06 13:40:09+00:00,Outgroup Moral Condemnation,,,
Message,2972,1779262948,wlm_eu_russia,2024-04-07 09:10:03+00:00,Outgroup Moral Condemnation,,,
Message,2974,1779262948,wlm_eu_russia,2024-04-07 16:02:01+00:00,Outgroup Hate,,,
Message,2976,1779262948,wlm_eu_russia,2024-04-08 14:50:09+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,2979,1779262948,wlm_eu_russia,2024-04-09 08:35:06+00:00,Outgroup Hate,,,
Message,2981,1779262948,wlm_eu_russia,2024-04-10 11:21:19+00:00,Outgroup Moral Condemnation,,,
Message,2982,1779262948,wlm_eu_russia,2024-04-10 14:00:39+00:00,Outgroup Hate,,,
Message,2983,1779262948,wlm_eu_russia,2024-04-11 05:31:32+00:00,Outgroup Threat,,,
Message,2988,1779262948,wlm_eu_russia,2024-04-11 18:50:41+00:00,Outgroup Moral Condemnation,,,
Message,2989,1779262948,wlm_eu_russia,2024-04-12 06:07:12+00:00,Ingroup Heroism,,National citizens and general public,
Message,2990,1779262948,wlm_eu_russia,2024-04-12 08:50:09+00:00,None of the Above,,,
Message,2991,1779262948,wlm_eu_russia,2024-04-12 10:05:06+00:00,None of the Above,,,
Message,2993,1779262948,wlm_eu_russia,2024-04-12 18:01:23+00:00,Outgroup Threat,,,
Message,2995,1779262948,wlm_eu_russia,2024-04-13 08:35:10+00:00,Outgroup Hate,,,
Message,3001,1779262948,wlm_eu_russia,2024-04-13 12:02:01+00:00,None of the Above,,,
Message,3007,1779262948,wlm_eu_russia,2024-04-13 16:01:36+00:00,Outgroup Moral Condemnation,,,
Message,3010,1779262948,wlm_eu_russia,2024-04-13 20:56:09+00:00,Outgroup Threat,,,
Message,3011,1779262948,wlm_eu_russia,2024-04-14 10:39:20+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3012,1779262948,wlm_eu_russia,2024-04-14 19:45:29+00:00,Outgroup Moral Condemnation,,,
Message,3019,1779262948,wlm_eu_russia,2024-04-15 06:59:18+00:00,None of the Above,,,
Message,3020,1779262948,wlm_eu_russia,2024-04-15 11:35:03+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3023,1779262948,wlm_eu_russia,2024-04-15 16:58:39+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3024,1779262948,wlm_eu_russia,2024-04-16 11:23:37+00:00,None of the Above,,,
Message,3025,1779262948,wlm_eu_russia,2024-04-16 17:06:39+00:00,None of the Above,,,
Message,3027,1779262948,wlm_eu_russia,2024-04-17 09:01:06+00:00,Outgroup Moral Condemnation,,,
Message,3034,1779262948,wlm_eu_russia,2024-04-18 08:12:01+00:00,Ingroup Victimhood,,Social or Ethnic Group,
Message,3035,1779262948,wlm_eu_russia,2024-04-18 11:29:25+00:00,Outgroup Hate,,,
Message,3038,1779262948,wlm_eu_russia,2024-04-19 09:44:26+00:00,Ingroup Victimhood,,Political or Ideological Activism,
Message,3046,1779262948,wlm_eu_russia,2024-04-20 16:01:04+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3048,1779262948,wlm_eu_russia,2024-04-20 17:30:36+00:00,Outgroup Threat,,,
Message,3054,1779262948,wlm_eu_russia,2024-04-22 11:39:28+00:00,Outgroup Moral Condemnation,,,
Message,3059,1779262948,wlm_eu_russia,2024-04-22 22:02:19+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3060,1779262948,wlm_eu_russia,2024-04-23 10:30:11+00:00,Ingroup Victimhood,,Social or Ethnic Group,
Message,3061,1779262948,wlm_eu_russia,2024-04-24 08:15:07+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3062,1779262948,wlm_eu_russia,2024-04-24 15:02:08+00:00,Outgroup Threat,,,
Message,3063,1779262948,wlm_eu_russia,2024-04-24 21:03:46+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3065,1779262948,wlm_eu_russia,2024-04-25 12:30:21+00:00,Outgroup Hate,,,
Message,3067,1779262948,wlm_eu_russia,2024-04-25 17:02:15+00:00,Ingroup Victimhood,,Social or Ethnic Group,
Message,3068,1779262948,wlm_eu_russia,2024-04-26 12:45:13+00:00,Ingroup Victimhood,,Political or Ideological Activism,
Message,3070,1779262948,wlm_eu_russia,2024-04-27 10:51:45+00:00,None of the Above,,,
Message,3071,1779262948,wlm_eu_russia,2024-04-28 09:48:20+00:00,Outgroup Moral Condemnation,,,
Message,3074,1779262948,wlm_eu_russia,2024-04-29 08:05:54+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3083,1779262948,wlm_eu_russia,2024-04-29 14:31:01+00:00,Outgroup Threat,,,
Message,3085,1779262948,wlm_eu_russia,2024-04-29 15:01:28+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3087,1779262948,wlm_eu_russia,2024-04-30 12:51:02+00:00,Outgroup Moral Condemnation,,,
Message,3088,1779262948,wlm_eu_russia,2024-05-01 08:16:10+00:00,Outgroup Moral Condemnation,,,
Message,3092,1779262948,wlm_eu_russia,2024-05-02 06:44:42+00:00,None of the Above,,,
Message,3095,1779262948,wlm_eu_russia,2024-05-02 11:24:58+00:00,Outgroup Moral Condemnation,,,
Message,3097,1779262948,wlm_eu_russia,2024-05-02 16:05:30+00:00,Outgroup Moral Condemnation,,,
Message,3098,1779262948,wlm_eu_russia,2024-05-02 19:15:27+00:00,None of the Above,,,
Message,3099,1779262948,wlm_eu_russia,2024-05-03 09:12:57+00:00,None of the Above,,,
Message,3101,1779262948,wlm_eu_russia,2024-05-03 15:16:40+00:00,Outgroup Threat,,,
Message,3110,1779262948,wlm_eu_russia,2024-05-04 09:20:07+00:00,Outgroup Moral Condemnation,,,
Message,3111,1779262948,wlm_eu_russia,2024-05-04 10:44:54+00:00,Outgroup Hate,,,
Message,3113,1779262948,wlm_eu_russia,2024-05-04 14:25:10+00:00,None of the Above,,,
Message,3119,1779262948,wlm_eu_russia,2024-05-05 08:45:09+00:00,None of the Above,,,
Message,3120,1779262948,wlm_eu_russia,2024-05-05 11:43:43+00:00,None of the Above,,,
Message,3122,1779262948,wlm_eu_russia,2024-05-05 13:01:50+00:00,Outgroup Hate,,,
Message,3123,1779262948,wlm_eu_russia,2024-05-05 15:55:10+00:00,Ingroup Heroism,,National citizens and general public,
Message,3124,1779262948,wlm_eu_russia,2024-05-05 18:55:08+00:00,None of the Above,,,
Message,3127,1779262948,wlm_eu_russia,2024-05-06 15:22:34+00:00,Outgroup Moral Condemnation,,,
Message,3129,1779262948,wlm_eu_russia,2024-05-07 06:25:36+00:00,None of the Above,,,
Message,3132,1779262948,wlm_eu_russia,2024-05-07 06:31:06+00:00,Outgroup Hate,,,
Message,3138,1779262948,wlm_eu_russia,2024-05-07 12:09:04+00:00,None of the Above,,,
Message,3139,1779262948,wlm_eu_russia,2024-05-07 13:31:42+00:00,Outgroup Moral Condemnation,,,
Message,3140,1779262948,wlm_eu_russia,2024-05-07 13:36:17+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3142,1779262948,wlm_eu_russia,2024-05-08 08:01:25+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3143,1779262948,wlm_eu_russia,2024-05-08 12:29:57+00:00,Outgroup Hate,,,
Message,3144,1779262948,wlm_eu_russia,2024-05-09 08:08:19+00:00,Ingroup Victimhood,,Social or Ethnic Group,
Message,3145,1779262948,wlm_eu_russia,2024-05-09 16:16:02+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3146,1779262948,wlm_eu_russia,2024-05-10 09:49:45+00:00,Outgroup Threat,,,
Message,3148,1779262948,wlm_eu_russia,2024-05-10 17:12:58+00:00,Outgroup Hate,,,
Message,3149,1779262948,wlm_eu_russia,2024-05-11 13:01:04+00:00,Outgroup Hate,,,
Message,3152,1779262948,wlm_eu_russia,2024-05-12 16:02:07+00:00,Outgroup Threat,,,
Message,3161,1779262948,wlm_eu_russia,2024-05-12 18:56:36+00:00,None of the Above,,,
Message,3164,1779262948,wlm_eu_russia,2024-05-13 14:00:26+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3172,1779262948,wlm_eu_russia,2024-05-14 15:01:01+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3182,1779262948,wlm_eu_russia,2024-05-15 16:01:15+00:00,Outgroup Moral Condemnation,,,
Message,3183,1779262948,wlm_eu_russia,2024-05-16 16:12:37+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3186,1779262948,wlm_eu_russia,2024-05-18 11:43:28+00:00,Outgroup Hate,,,
Message,3187,1779262948,wlm_eu_russia,2024-05-18 12:58:19+00:00,Outgroup Moral Condemnation,,,
Message,3190,1779262948,wlm_eu_russia,2024-05-19 09:40:06+00:00,None of the Above,,,
Message,3201,1779262948,wlm_eu_russia,2024-05-20 08:31:50+00:00,Outgroup Moral Condemnation,,,
Message,3208,1779262948,wlm_eu_russia,2024-05-20 15:55:42+00:00,Outgroup Moral Condemnation,,,
Message,3210,1779262948,wlm_eu_russia,2024-05-20 21:01:12+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3215,1779262948,wlm_eu_russia,2024-05-23 06:51:40+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3217,1779262948,wlm_eu_russia,2024-05-23 18:50:16+00:00,Outgroup Threat,,,
Message,3218,1779262948,wlm_eu_russia,2024-05-24 08:10:03+00:00,Outgroup Moral Condemnation,,,
Message,3224,1779262948,wlm_eu_russia,2024-05-24 15:42:43+00:00,Outgroup Moral Condemnation,,,
Message,3227,1779262948,wlm_eu_russia,2024-05-27 11:00:01+00:00,None of the Above,,,
Message,3228,1779262948,wlm_eu_russia,2024-05-27 13:00:53+00:00,Outgroup Threat,,,
Message,3229,1779262948,wlm_eu_russia,2024-05-27 16:35:25+00:00,None of the Above,,,
Message,3231,1779262948,wlm_eu_russia,2024-05-28 20:02:03+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3232,1779262948,wlm_eu_russia,2024-05-29 13:08:56+00:00,Outgroup Moral Condemnation,,,
Message,3237,1779262948,wlm_eu_russia,2024-05-30 18:20:12+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3244,1779262948,wlm_eu_russia,2024-05-31 19:39:48+00:00,Outgroup Moral Condemnation,,,
Message,3250,1779262948,wlm_eu_russia,2024-06-02 16:50:13+00:00,Outgroup Moral Condemnation,,,
Message,3256,1779262948,wlm_eu_russia,2024-06-04 13:59:46+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3258,1779262948,wlm_eu_russia,2024-06-04 15:56:30+00:00,None of the Above,,,
Message,3259,1779262948,wlm_eu_russia,2024-06-04 17:39:00+00:00,Outgroup Moral Condemnation,,,
Message,3260,1779262948,wlm_eu_russia,2024-06-04 17:45:10+00:00,Ingroup Victimhood,,Social or Ethnic Group,
Message,3261,1779262948,wlm_eu_russia,2024-06-05 09:55:03+00:00,None of the Above,,,
Message,3263,1779262948,wlm_eu_russia,2024-06-05 13:00:56+00:00,Outgroup Moral Condemnation,,,
Message,3264,1779262948,wlm_eu_russia,2024-06-06 13:15:19+00:00,None of the Above,,,
Message,3266,1779262948,wlm_eu_russia,2024-06-06 18:43:26+00:00,Outgroup Moral Condemnation,,,
Message,3267,1779262948,wlm_eu_russia,2024-06-07 11:13:47+00:00,None of the Above,,,
Message,3269,1779262948,wlm_eu_russia,2024-06-07 14:10:26+00:00,Outgroup Moral Condemnation,,,
Message,3271,1779262948,wlm_eu_russia,2024-06-08 20:51:50+00:00,Outgroup Hate,,,
Message,3272,1779262948,wlm_eu_russia,2024-06-10 08:00:26+00:00,Outgroup Threat,,,
Message,3282,1779262948,wlm_eu_russia,2024-06-11 19:34:02+00:00,Outgroup Hate,,,
Message,3288,1779262948,wlm_eu_russia,2024-06-12 08:42:40+00:00,Outgroup Hate,,,
Message,3291,1779262948,wlm_eu_russia,2024-06-12 16:23:20+00:00,None of the Above,,,
Message,3292,1779262948,wlm_eu_russia,2024-06-13 10:00:16+00:00,None of the Above,,,
Message,3293,1779262948,wlm_eu_russia,2024-06-13 15:01:41+00:00,Outgroup Moral Condemnation,,,
Message,3295,1779262948,wlm_eu_russia,2024-06-14 10:50:14+00:00,Outgroup Hate,,,
Message,3299,1779262948,wlm_eu_russia,2024-06-14 12:52:14+00:00,Ingroup Heroism,,Political or Ideological Activism,
Message,3311,1779262948,wlm_eu_russia,2024-06-15 09:09:02+00:00,None of the Above,,,
Message,3313,1779262948,wlm_eu_russia,2024-06-15 15:53:18+00:00,Outgroup Hate,,,
Message,3316,1779262948,wlm_eu_russia,2024-06-16 05:02:06+00:00,Outgroup Threat,,,
Message,3317,1779262948,wlm_eu_russia,2024-06-16 08:11:21+00:00,Outgroup Hate,,,
Message,3318,1779262948,wlm_eu_russia,2024-06-16 10:31:47+00:00,Outgroup Hate,,,
Message,3320,1779262948,wlm_eu_russia,2024-06-16 18:01:35+00:00,None of the Above,,,
Message,3321,1779262948,wlm_eu_russia,2024-06-17 09:01:14+00:00,Ingroup Heroism,,Social or Ethnic Group,
Message,3328,1779262948,wlm_eu_russia,2024-06-19 14:31:20+00:00,Outgroup Moral Condemnation,,,
Message,3338,1779262948,wlm_eu_russia,2024-06-21 17:02:31+00:00,Outgroup Threat,,,
Message,3349,1779262948,wlm_eu_russia,2024-06-23 19:45:24+00:00,Outgroup Moral Condemnation,,,
Message,3351,1779262948,wlm_eu_russia,2024-06-24 10:55:30+00:00,None of the Above,,,
Message,3354,1779262948,wlm_eu_russia,2024-06-25 10:44:55+00:00,None of the Above,,,
Message,3356,1779262948,wlm_eu_russia,2024-06-26 12:01:57+00:00,None of the Above,,,
Message,3359,1779262948,wlm_eu_russia,2024-06-27 16:01:43+00:00,Outgroup Moral Condemnation,,,
Message,3360,1779262948,wlm_eu_russia,2024-06-28 12:02:15+00:00,Outgroup Moral Condemnation,,,
Message,3365,1779262948,wlm_eu_russia,2024-07-04 15:00:38+00:00,Outgroup Moral Condemnation,,,
Message,3366,1779262948,wlm_eu_russia,2024-07-05 07:00:33+00:00,Outgroup Threat,,,
Message,3377,1779262948,wlm_eu_russia,2024-07-06 09:05:04+00:00,Outgroup Moral Condemnation,,,
Message,3383,1779262948,wlm_eu_russia,2024-07-09 12:00:09+00:00,Outgroup Threat,,,
Message,3384,1779262948,wlm_eu_russia,2024-07-10 13:02:09+00:00,None of the Above,,,
Message,3385,1779262948,wlm_eu_russia,2024-07-12 17:35:27+00:00,None of the Above,,,
