_,id,channel_id,channel_name,Standardized_Core_Stance_Label,Standardized_Outgroup_Target_Type,Standardized_Ingroup_Focus_Type_Label,Standardized_Emotional_Intensity_Label
Message,1168,1097684148,terapiadomiciliareprecocecovid19,Outgroup Moral Condemnation,,,
Message,1169,1097684148,terapiadomiciliareprecocecovid19,Outgroup Moral Condemnation,,,
Message,1170,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1171,1097684148,terapiadomiciliareprecocecovid19,Outgroup Moral Condemnation,,,
Message,1172,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1173,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1174,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1175,1097684148,terapiadomiciliareprecocecovid19,Outgroup Moral Condemnation,,,
Message,1176,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1178,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1179,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1180,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1183,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1184,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1185,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1186,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1187,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1188,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1189,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1190,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1191,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1192,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1193,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1195,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,1196,1097684148,terapiadomiciliareprecocecovid19,None of the Above,,,
Message,8821,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,8830,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8838,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,8840,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8854,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,8855,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8862,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,8869,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8878,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8897,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8899,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8900,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8906,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,8909,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8915,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8921,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8924,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,8935,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,8936,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8938,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,8941,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8944,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8946,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,8948,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8964,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8977,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Institutions and Elites,
Message,8986,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8992,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,8995,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,8996,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,8999,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9000,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9002,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9004,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9007,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9008,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9009,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9022,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9026,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9027,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9043,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9056,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9061,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9067,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9086,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9088,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9090,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9093,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9101,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9105,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9107,1523247017,covidpassportsaregayasfuck,Ingroup Victimhood,,Institutions and Elites,
Message,9119,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9130,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9132,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9133,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9134,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9141,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9158,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9170,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9171,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9172,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9175,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9177,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9178,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9179,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9181,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Political or Ideological Activism,
Message,9182,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9195,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9214,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9227,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9228,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9233,1523247017,covidpassportsaregayasfuck,Ingroup Victimhood,,Social or Ethnic Group,
Message,9237,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9249,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9259,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9260,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9261,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9264,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9273,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9274,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9275,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9282,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Institutions and Elites,
Message,9283,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9286,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9287,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9290,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9293,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9311,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9315,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9320,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9323,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Political or Ideological Activism,
Message,9324,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9325,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9326,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9328,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9329,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9333,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9347,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9350,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9351,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9359,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9368,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9372,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9373,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9376,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9377,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9387,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9388,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9389,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9391,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Social or Ethnic Group,
Message,9393,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9396,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9404,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9405,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9412,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9415,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9419,1523247017,covidpassportsaregayasfuck,Ingroup Victimhood,,National citizens and general public,
Message,9423,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9431,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9432,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9442,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9446,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9456,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Social or Ethnic Group,
Message,9472,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9477,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9480,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9488,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9496,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9502,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Unspecified ingroup focus,
Message,9504,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9508,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9509,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9510,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9519,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9532,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9536,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9538,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9545,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9547,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9555,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9563,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9564,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9566,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9570,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9571,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9589,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9594,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9595,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9596,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Social or Ethnic Group,
Message,9606,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9613,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9614,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9618,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9619,1523247017,covidpassportsaregayasfuck,Ingroup Victimhood,,Institutions and Elites,
Message,9625,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9626,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9627,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9631,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9634,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9636,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9638,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9640,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Social or Ethnic Group,
Message,9645,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9655,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9660,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9661,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9663,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9666,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9667,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9674,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9681,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9692,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9694,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9697,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9707,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Political or Ideological Activism,
Message,9712,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9725,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9728,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9731,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9732,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9734,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9735,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9736,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9737,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9744,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9745,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9752,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9768,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9769,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9770,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9772,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9774,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9775,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9776,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9777,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9779,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9780,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9783,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9784,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9785,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9787,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9789,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9798,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9799,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9801,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9802,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9803,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9804,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9808,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9811,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9812,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9813,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9828,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9829,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9834,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9836,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9844,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9847,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9849,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9851,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9854,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9855,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9860,1523247017,covidpassportsaregayasfuck,Ingroup Victimhood,,Institutions and Elites,
Message,9864,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9885,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9886,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9891,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9892,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9893,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9896,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9900,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9901,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9907,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9909,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9910,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9914,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9922,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Unspecified ingroup focus,
Message,9924,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9929,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9934,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9936,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9938,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9940,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9949,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9950,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9951,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9955,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9957,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,Institutions and Elites,
Message,9958,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9960,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9963,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9967,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9979,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,9980,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9981,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9982,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,9993,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9996,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,9998,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,9999,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10010,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,10013,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,10018,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,10019,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10023,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10025,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,10028,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10029,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10030,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,10032,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,10034,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,National citizens and general public,
Message,10042,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10046,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,10047,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10050,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10054,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10073,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10094,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,10098,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10106,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10119,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10154,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10161,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10164,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10165,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10168,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10169,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,10171,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10179,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10180,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10181,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10188,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10192,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,10199,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,10211,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,10213,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10215,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10219,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10236,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,10238,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,10244,1523247017,covidpassportsaregayasfuck,Outgroup Hate,,,
Message,10248,1523247017,covidpassportsaregayasfuck,Outgroup Threat,,,
Message,10255,1523247017,covidpassportsaregayasfuck,Outgroup Moral Condemnation,,,
Message,10256,1523247017,covidpassportsaregayasfuck,None of the Above,,,
Message,10258,1523247017,covidpassportsaregayasfuck,Ingroup Heroism,,National citizens and general public,
Message,10261,1523247017,covidpassportsaregayasfuck,None of the Above,,,
